DATA_DATE,VALUE,ROLLING_MAX_12M,ROLLING_MIN_12M
2022-08-26,4057.66,4796.56,3666.77
2022-08-29,4030.61,4796.56,3666.77
2022-08-30,3986.16,4796.56,3666.77
2022-08-31,3955.0,4796.56,3666.77
2022-09-01,3966.85,4796.56,3666.77
2022-09-02,3924.26,4796.56,3666.77
2022-09-05,,4796.56,3666.77
2022-09-06,3908.19,4796.56,3666.77
2022-09-07,3979.87,4796.56,3666.77
2022-09-08,4006.18,4796.56,3666.77
2022-09-09,4067.36,4796.56,3666.77
2022-09-12,4110.41,4796.56,3666.77
2022-09-13,3932.69,4796.56,3666.77
2022-09-14,3946.01,4796.56,3666.77
2022-09-15,3901.35,4796.56,3666.77
2022-09-16,3873.33,4796.56,3666.77
2022-09-19,3899.89,4796.56,3666.77
2022-09-20,3855.93,4796.56,3666.77
2022-09-21,3789.93,4796.56,3666.77
2022-09-22,3757.99,4796.56,3666.77
2022-09-23,3693.23,4796.56,3666.77
2022-09-26,3655.04,4796.56,3655.04
2022-09-27,3647.29,4796.56,3647.29
2022-09-28,3719.04,4796.56,3647.29
2022-09-29,3640.47,4796.56,3640.47
2022-09-30,3585.62,4796.56,3585.62
2022-10-03,3678.43,4796.56,3585.62
2022-10-04,3790.93,4796.56,3585.62
2022-10-05,3783.28,4796.56,3585.62
2022-10-06,3744.52,4796.56,3585.62
2022-10-07,3639.66,4796.56,3585.62
2022-10-10,3612.39,4796.56,3585.62
2022-10-11,3588.84,4796.56,3585.62
2022-10-12,3577.03,4796.56,3577.03
2022-10-13,3669.91,4796.56,3577.03
2022-10-14,3583.07,4796.56,3577.03
2022-10-17,3677.95,4796.56,3577.03
2022-10-18,3719.98,4796.56,3577.03
2022-10-19,3695.16,4796.56,3577.03
2022-10-20,3665.78,4796.56,3577.03
2022-10-21,3752.75,4796.56,3577.03
2022-10-24,3797.34,4796.56,3577.03
2022-10-25,3859.11,4796.56,3577.03
2022-10-26,3830.6,4796.56,3577.03
2022-10-27,3807.3,4796.56,3577.03
2022-10-28,3901.06,4796.56,3577.03
2022-10-31,3871.98,4796.56,3577.03
2022-11-01,3856.1,4796.56,3577.03
2022-11-02,3759.69,4796.56,3577.03
2022-11-03,3719.89,4796.56,3577.03
2022-11-04,3770.55,4796.56,3577.03
2022-11-07,3806.8,4796.56,3577.03
2022-11-08,3828.11,4796.56,3577.03
2022-11-09,3748.57,4796.56,3577.03
2022-11-10,3956.37,4796.56,3577.03
2022-11-11,3992.93,4796.56,3577.03
2022-11-14,3957.25,4796.56,3577.03
2022-11-15,3991.73,4796.56,3577.03
2022-11-16,3958.79,4796.56,3577.03
2022-11-17,3946.56,4796.56,3577.03
2022-11-18,3965.34,4796.56,3577.03
2022-11-21,3949.94,4796.56,3577.03
2022-11-22,4003.58,4796.56,3577.03
2022-11-23,4027.26,4796.56,3577.03
2022-11-24,,4796.56,3577.03
2022-11-25,4026.12,4796.56,3577.03
2022-11-28,3963.94,4796.56,3577.03
2022-11-29,3957.63,4796.56,3577.03
2022-11-30,4080.11,4796.56,3577.03
2022-12-01,4076.57,4796.56,3577.03
2022-12-02,4071.7,4796.56,3577.03
2022-12-05,3998.84,4796.56,3577.03
2022-12-06,3941.26,4796.56,3577.03
2022-12-07,3933.92,4796.56,3577.03
2022-12-08,3963.51,4796.56,3577.03
2022-12-09,3934.38,4796.56,3577.03
2022-12-12,3990.56,4796.56,3577.03
2022-12-13,4019.65,4796.56,3577.03
2022-12-14,3995.32,4796.56,3577.03
2022-12-15,3895.75,4796.56,3577.03
2022-12-16,3852.36,4796.56,3577.03
2022-12-19,3817.66,4796.56,3577.03
2022-12-20,3821.62,4796.56,3577.03
2022-12-21,3878.44,4796.56,3577.03
2022-12-22,3822.39,4796.56,3577.03
2022-12-23,3844.82,4796.56,3577.03
2022-12-26,,4796.56,3577.03
2022-12-27,3829.25,4796.56,3577.03
2022-12-28,3783.22,4796.56,3577.03
2022-12-29,3849.28,4796.56,3577.03
2022-12-30,3839.5,4796.56,3577.03
2023-01-02,,4796.56,3577.03
2023-01-03,3824.14,4796.56,3577.03
2023-01-04,3852.97,4796.56,3577.03
2023-01-05,3808.1,4796.56,3577.03
2023-01-06,3895.08,4796.56,3577.03
2023-01-09,3892.09,4796.56,3577.03
2023-01-10,3919.25,4796.56,3577.03
2023-01-11,3969.61,4796.56,3577.03
2023-01-12,3983.17,4796.56,3577.03
2023-01-13,3999.09,4796.56,3577.03
2023-01-16,,4796.56,3577.03
2023-01-17,3990.97,4796.56,3577.03
2023-01-18,3928.86,4796.56,3577.03
2023-01-19,3898.85,4796.56,3577.03
2023-01-20,3972.61,4796.56,3577.03
2023-01-23,4019.81,4796.56,3577.03
2023-01-24,4016.95,4796.56,3577.03
2023-01-25,4016.22,4796.56,3577.03
2023-01-26,4060.43,4796.56,3577.03
2023-01-27,4070.56,4796.56,3577.03
2023-01-30,4017.77,4796.56,3577.03
2023-01-31,4076.6,4796.56,3577.03
2023-02-01,4119.21,4796.56,3577.03
2023-02-02,4179.76,4796.56,3577.03
2023-02-03,4136.48,4796.56,3577.03
2023-02-06,4111.08,4796.56,3577.03
2023-02-07,4164.0,4796.56,3577.03
2023-02-08,4117.86,4796.56,3577.03
2023-02-09,4081.5,4796.56,3577.03
2023-02-10,4090.46,4796.56,3577.03
2023-02-13,4137.29,4796.56,3577.03
2023-02-14,4136.13,4796.56,3577.03
2023-02-15,4147.6,4796.56,3577.03
2023-02-16,4090.41,4796.56,3577.03
2023-02-17,4079.09,4796.56,3577.03
2023-02-20,,4796.56,3577.03
2023-02-21,3997.34,4796.56,3577.03
2023-02-22,3991.05,4796.56,3577.03
2023-02-23,4012.32,4796.56,3577.03
2023-02-24,3970.04,4796.56,3577.03
2023-02-27,3982.24,4796.56,3577.03
2023-02-28,3970.15,4796.56,3577.03
2023-03-01,3951.39,4796.56,3577.03
2023-03-02,3981.35,4796.56,3577.03
2023-03-03,4045.64,4796.56,3577.03
2023-03-06,4048.42,4796.56,3577.03
2023-03-07,3986.37,4796.56,3577.03
2023-03-08,3992.01,4796.56,3577.03
2023-03-09,3918.32,4796.56,3577.03
2023-03-10,3861.59,4796.56,3577.03
2023-03-13,3855.76,4796.56,3577.03
2023-03-14,3919.29,4796.56,3577.03
2023-03-15,3891.93,4796.56,3577.03
2023-03-16,3960.28,4796.56,3577.03
2023-03-17,3916.64,4796.56,3577.03
2023-03-20,3951.57,4796.56,3577.03
2023-03-21,4002.87,4796.56,3577.03
2023-03-22,3936.97,4796.56,3577.03
2023-03-23,3948.72,4796.56,3577.03
2023-03-24,3970.99,4796.56,3577.03
2023-03-27,3977.53,4796.56,3577.03
2023-03-28,3971.27,4796.56,3577.03
2023-03-29,4027.81,4796.56,3577.03
2023-03-30,4050.83,4796.56,3577.03
2023-03-31,4109.31,4796.56,3577.03
2023-04-03,4124.51,4796.56,3577.03
2023-04-04,4100.6,4796.56,3577.03
2023-04-05,4090.38,4796.56,3577.03
2023-04-06,4105.02,4796.56,3577.03
2023-04-07,,4796.56,3577.03
2023-04-10,4109.11,4796.56,3577.03
2023-04-11,4108.94,4796.56,3577.03
2023-04-12,4091.95,4796.56,3577.03
2023-04-13,4146.22,4796.56,3577.03
2023-04-14,4137.64,4796.56,3577.03
2023-04-17,4151.32,4796.56,3577.03
2023-04-18,4154.87,4796.56,3577.03
2023-04-19,4154.52,4796.56,3577.03
2023-04-20,4129.79,4796.56,3577.03
2023-04-21,4133.52,4796.56,3577.03
2023-04-24,4137.04,4796.56,3577.03
2023-04-25,4071.63,4796.56,3577.03
2023-04-26,4055.99,4796.56,3577.03
2023-04-27,4135.35,4796.56,3577.03
2023-04-28,4169.48,4796.56,3577.03
2023-05-01,4167.87,4796.56,3577.03
2023-05-02,4119.58,4796.56,3577.03
2023-05-03,4090.75,4796.56,3577.03
2023-05-04,4061.22,4796.56,3577.03
2023-05-05,4136.25,4796.56,3577.03
2023-05-08,4138.12,4796.56,3577.03
2023-05-09,4119.17,4796.56,3577.03
2023-05-10,4137.64,4796.56,3577.03
2023-05-11,4130.62,4796.56,3577.03
2023-05-12,4124.08,4796.56,3577.03
2023-05-15,4136.28,4796.56,3577.03
2023-05-16,4109.9,4796.56,3577.03
2023-05-17,4158.77,4796.56,3577.03
2023-05-18,4198.05,4796.56,3577.03
2023-05-19,4191.98,4796.56,3577.03
2023-05-22,4192.63,4796.56,3577.03
2023-05-23,4145.58,4796.56,3577.03
2023-05-24,4115.24,4796.56,3577.03
2023-05-25,4151.28,4796.56,3577.03
2023-05-26,4205.45,4796.56,3577.03
2023-05-29,,4793.54,3577.03
2023-05-30,4205.52,4726.35,3577.03
2023-05-31,4179.83,4726.35,3577.03
2023-06-01,4221.02,4726.35,3577.03
2023-06-02,4282.37,4726.35,3577.03
2023-06-05,4273.79,4726.35,3577.03
2023-06-06,4283.85,4726.35,3577.03
2023-06-07,4267.52,4662.85,3577.03
2023-06-08,4293.93,4662.85,3577.03
2023-06-09,4298.86,4631.6,3577.03
2023-06-12,4338.93,4631.6,3577.03
2023-06-13,4369.01,4631.6,3577.03
2023-06-14,4372.59,4631.6,3577.03
2023-06-15,4425.84,4631.6,3577.03
2023-06-16,4409.59,4631.6,3577.03
2023-06-19,,4631.6,3577.03
2023-06-20,4388.71,4631.6,3577.03
2023-06-21,4365.69,4631.6,3577.03
2023-06-22,4381.89,4631.6,3577.03
2023-06-23,4348.33,4631.6,3577.03
2023-06-26,4328.82,4631.6,3577.03
2023-06-27,4378.41,4631.6,3577.03
2023-06-28,4376.86,4631.6,3577.03
2023-06-29,4396.44,4631.6,3577.03
2023-06-30,4450.38,4631.6,3577.03
2023-07-03,4455.59,4631.6,3577.03
2023-07-04,,4631.6,3577.03
2023-07-05,4446.82,4631.6,3577.03
2023-07-06,4411.59,4631.6,3577.03
2023-07-07,4398.95,4631.6,3577.03
2023-07-10,4409.53,4631.6,3577.03
2023-07-11,4439.26,4631.6,3577.03
2023-07-12,4472.16,4631.6,3577.03
2023-07-13,4510.04,4631.6,3577.03
2023-07-14,4505.42,4631.6,3577.03
2023-07-17,4522.79,4631.6,3577.03
2023-07-18,4554.98,4631.6,3577.03
2023-07-19,4565.72,4631.6,3577.03
2023-07-20,4534.87,4631.6,3577.03
2023-07-21,4536.34,4631.6,3577.03
2023-07-24,4554.64,4631.6,3577.03
2023-07-25,4567.46,4631.6,3577.03
2023-07-26,4566.75,4631.6,3577.03
2023-07-27,4537.41,4631.6,3577.03
2023-07-28,4582.23,4631.6,3577.03
2023-07-31,4588.96,4631.6,3577.03
2023-08-01,4576.73,4631.6,3577.03
2023-08-02,4513.39,4631.6,3577.03
2023-08-03,4501.89,4631.6,3577.03
2023-08-04,4478.03,4631.6,3577.03
2023-08-07,4518.44,4631.6,3577.03
2023-08-08,4499.38,4631.6,3577.03
2023-08-09,4467.71,4631.6,3577.03
2023-08-10,4468.83,4631.6,3577.03
2023-08-11,4464.05,4631.6,3577.03
2023-08-14,4489.72,4631.6,3577.03
2023-08-15,4437.86,4631.6,3577.03
2023-08-16,4404.33,4631.6,3577.03
2023-08-17,4370.36,4631.6,3577.03
2023-08-18,4369.71,4631.6,3577.03
2023-08-21,4399.77,4631.6,3577.03
2023-08-22,4387.55,4602.45,3577.03
2023-08-23,4436.01,4588.96,3577.03
2023-08-24,4376.31,4588.96,3577.03
2023-08-25,4405.71,4588.96,3577.03
2023-08-28,4433.31,4588.96,3577.03
2023-08-29,4497.63,4588.96,3577.03
2023-08-30,4514.87,4588.96,3577.03
2023-08-31,4507.66,4588.96,3577.03
2023-09-01,4515.77,4588.96,3577.03
2023-09-04,,4588.96,3577.03
2023-09-05,4496.83,4588.96,3577.03
2023-09-06,4465.48,4588.96,3577.03
2023-09-07,4451.14,4588.96,3577.03
2023-09-08,4457.49,4588.96,3577.03
2023-09-11,4487.46,4588.96,3577.03
2023-09-12,4461.9,4588.96,3577.03
2023-09-13,4467.44,4588.96,3577.03
2023-09-14,4505.1,4588.96,3577.03
2023-09-15,4450.32,4588.96,3577.03
2023-09-18,4453.53,4588.96,3577.03
2023-09-19,4443.95,4588.96,3577.03
2023-09-20,4402.2,4588.96,3577.03
2023-09-21,4330.0,4588.96,3577.03
2023-09-22,4320.06,4588.96,3577.03
2023-09-25,4337.44,4588.96,3577.03
2023-09-26,4273.53,4588.96,3577.03
2023-09-27,4274.51,4588.96,3577.03
2023-09-28,4299.7,4588.96,3577.03
2023-09-29,4288.05,4588.96,3577.03
2023-10-02,4288.39,4588.96,3577.03
2023-10-03,4229.45,4588.96,3577.03
2023-10-04,4263.75,4588.96,3577.03
2023-10-05,4258.19,4588.96,3577.03
2023-10-06,4308.5,4588.96,3577.03
2023-10-09,4335.66,4588.96,3577.03
2023-10-10,4358.24,4588.96,3577.03
2023-10-11,4376.95,4588.96,3577.03
2023-10-12,4349.61,4588.96,3577.03
2023-10-13,4327.78,4588.96,3577.03
2023-10-16,4373.63,4588.96,3577.03
2023-10-17,4373.2,4588.96,3577.03
2023-10-18,4314.6,4588.96,3577.03
2023-10-19,4278.0,4588.96,3577.03
2023-10-20,4224.16,4588.96,3577.03
2023-10-23,4217.04,4588.96,3577.03
2023-10-24,4247.68,4588.96,3577.03
2023-10-25,4186.77,4588.96,3577.03
2023-10-26,4137.23,4588.96,3577.03
2023-10-27,4117.37,4588.96,3577.03
2023-10-30,4166.82,4588.96,3577.03
2023-10-31,4193.8,4588.96,3577.03
2023-11-01,4237.86,4588.96,3577.03
2023-11-02,4317.78,4588.96,3577.03
2023-11-03,4358.34,4588.96,3577.03
2023-11-06,4365.98,4588.96,3577.03
2023-11-07,4378.38,4588.96,3577.03
2023-11-08,4382.78,4588.96,3577.03
2023-11-09,4347.35,4588.96,3577.03
2023-11-10,4415.24,4588.96,3577.03
2023-11-13,4411.55,4588.96,3577.03
2023-11-14,4495.7,4588.96,3577.03
2023-11-15,4502.88,4588.96,3577.03
2023-11-16,4508.24,4588.96,3577.03
2023-11-17,4514.02,4588.96,3577.03
2023-11-20,4547.38,4588.96,3577.03
2023-11-21,4538.19,4588.96,3577.03
2023-11-22,4556.62,4588.96,3577.03
2023-11-23,,4588.96,3577.03
2023-11-24,4559.34,4588.96,3577.03
2023-11-27,4550.43,4588.96,3577.03
2023-11-28,4554.89,4588.96,3577.03
2023-11-29,4550.58,4588.96,3577.03
2023-11-30,4567.8,4588.96,3577.03
2023-12-01,4594.63,4594.63,3577.03
2023-12-04,4569.78,4594.63,3577.03
2023-12-05,4567.18,4594.63,3577.03
2023-12-06,4549.34,4594.63,3577.03
2023-12-07,4585.59,4594.63,3577.03
2023-12-08,4604.37,4604.37,3577.03
2023-12-11,4622.44,4622.44,3577.03
2023-12-12,4643.7,4643.7,3577.03
2023-12-13,4707.09,4707.09,3577.03
2023-12-14,4719.55,4719.55,3577.03
2023-12-15,4719.19,4719.55,3577.03
2023-12-18,4740.56,4740.56,3577.03
2023-12-19,4768.37,4768.37,3577.03
2023-12-20,4698.35,4768.37,3577.03
2023-12-21,4746.75,4768.37,3577.03
2023-12-22,4754.63,4768.37,3577.03
2023-12-25,,4768.37,3577.03
2023-12-26,4774.75,4774.75,3577.03
2023-12-27,4781.58,4781.58,3577.03
2023-12-28,4783.35,4783.35,3577.03
2023-12-29,4769.83,4783.35,3577.03
2024-01-01,,4783.35,3577.03
2024-01-02,4742.83,4783.35,3577.03
2024-01-03,4704.81,4783.35,3577.03
2024-01-04,4688.68,4783.35,3577.03
2024-01-05,4697.24,4783.35,3577.03
2024-01-08,4763.54,4783.35,3577.03
2024-01-09,4756.5,4783.35,3577.03
2024-01-10,4783.45,4783.45,3577.03
2024-01-11,4780.24,4783.45,3577.03
2024-01-12,4783.83,4783.83,3577.03
2024-01-15,,4783.83,3577.03
2024-01-16,4765.98,4783.83,3577.03
2024-01-17,4739.21,4783.83,3577.03
2024-01-18,4780.94,4783.83,3577.03
2024-01-19,4839.81,4839.81,3577.03
2024-01-22,4850.43,4850.43,3577.03
2024-01-23,4864.6,4864.6,3577.03
2024-01-24,4868.55,4868.55,3577.03
2024-01-25,4894.16,4894.16,3577.03
2024-01-26,4890.97,4894.16,3577.03
2024-01-29,4927.93,4927.93,3577.03
2024-01-30,4924.97,4927.93,3577.03
2024-01-31,4845.65,4927.93,3577.03
2024-02-01,4906.19,4927.93,3577.03
2024-02-02,4958.61,4958.61,3577.03
2024-02-05,4942.81,4958.61,3577.03
2024-02-06,4954.23,4958.61,3577.03
2024-02-07,4995.06,4995.06,3577.03
2024-02-08,4997.91,4997.91,3577.03
2024-02-09,5026.61,5026.61,3577.03
2024-02-12,5021.84,5026.61,3577.03
2024-02-13,4953.17,5026.61,3577.03
2024-02-14,5000.62,5026.61,3577.03
2024-02-15,5029.73,5029.73,3577.03
2024-02-16,5005.57,5029.73,3577.03
2024-02-19,,5029.73,3577.03
2024-02-20,4975.51,5029.73,3577.03
2024-02-21,4981.8,5029.73,3577.03
2024-02-22,5087.03,5087.03,3577.03
2024-02-23,5088.8,5088.8,3577.03
2024-02-26,5069.53,5088.8,3577.03
2024-02-27,5078.18,5088.8,3577.03
2024-02-28,5069.76,5088.8,3577.03
2024-02-29,5096.27,5096.27,3577.03
2024-03-01,5137.08,5137.08,3577.03
2024-03-04,5130.95,5137.08,3577.03
2024-03-05,5078.65,5137.08,3577.03
2024-03-06,5104.76,5137.08,3583.07
2024-03-07,5157.36,5157.36,3583.07
2024-03-08,5123.69,5157.36,3665.78
2024-03-11,5117.94,5157.36,3665.78
2024-03-12,5175.27,5175.27,3665.78
2024-03-13,5165.31,5175.27,3665.78
2024-03-14,5150.48,5175.27,3719.89
2024-03-15,5117.09,5175.27,3719.89
2024-03-18,5149.42,5175.27,3719.89
2024-03-19,5178.51,5178.51,3719.89
2024-03-20,5224.62,5224.62,3719.89
2024-03-21,5241.53,5241.53,3719.89
2024-03-22,5234.18,5241.53,3719.89
2024-03-25,5218.19,5241.53,3719.89
2024-03-26,5203.58,5241.53,3719.89
2024-03-27,5248.49,5248.49,3719.89
2024-03-28,5254.35,5254.35,3748.57
2024-03-29,,5254.35,3748.57
2024-04-01,5243.77,5254.35,3748.57
2024-04-02,5205.81,5254.35,3748.57
2024-04-03,5211.49,5254.35,3783.22
2024-04-04,5147.21,5254.35,3783.22
2024-04-05,5204.34,5254.35,3783.22
2024-04-08,5202.39,5254.35,3783.22
2024-04-09,5209.91,5254.35,3783.22
2024-04-10,5160.64,5254.35,3783.22
2024-04-11,5199.06,5254.35,3783.22
2024-04-12,5123.41,5254.35,3783.22
2024-04-15,5061.82,5254.35,3783.22
2024-04-16,5051.41,5254.35,3783.22
2024-04-17,5022.21,5254.35,3783.22
2024-04-18,5011.12,5254.35,3783.22
2024-04-19,4967.23,5254.35,3783.22
2024-04-22,5010.6,5254.35,3783.22
2024-04-23,5070.55,5254.35,3783.22
2024-04-24,5071.63,5254.35,3783.22
2024-04-25,5048.42,5254.35,3783.22
2024-04-26,5099.96,5254.35,3783.22
2024-04-29,5116.17,5254.35,3783.22
2024-04-30,5035.69,5254.35,3783.22
2024-05-01,5018.39,5254.35,3783.22
2024-05-02,5064.2,5254.35,3783.22
2024-05-03,5127.79,5254.35,3783.22
2024-05-06,5180.74,5254.35,3783.22
2024-05-07,5187.7,5254.35,3783.22
2024-05-08,5187.67,5254.35,3783.22
2024-05-09,5214.08,5254.35,3783.22
2024-05-10,5222.68,5254.35,3783.22
2024-05-13,5221.42,5254.35,3783.22
2024-05-14,5246.68,5254.35,3783.22
2024-05-15,5308.15,5308.15,3783.22
2024-05-16,5297.1,5308.15,3783.22
2024-05-17,5303.27,5308.15,3783.22
2024-05-20,5308.13,5308.15,3783.22
2024-05-21,5321.41,5321.41,3783.22
2024-05-22,5307.01,5321.41,3808.1
2024-05-23,5267.84,5321.41,3808.1
2024-05-24,5304.72,5321.41,3808.1
2024-05-27,,5321.41,3808.1
2024-05-28,5306.04,5321.41,3808.1
2024-05-29,5266.95,5321.41,3808.1
2024-05-30,5235.48,5321.41,3855.76
2024-05-31,5277.51,5321.41,3855.76
2024-06-03,5283.4,5321.41,3855.76
2024-06-04,5291.34,5321.41,3855.76
2024-06-05,5354.03,5354.03,3855.76
2024-06-06,5352.96,5354.03,3855.76
2024-06-07,5346.99,5354.03,3855.76
2024-06-10,5360.79,5360.79,3855.76
2024-06-11,5375.32,5375.32,3855.76
2024-06-12,5421.03,5421.03,3855.76
2024-06-13,5433.74,5433.74,3855.76
2024-06-14,5431.6,5433.74,3855.76
2024-06-17,5473.23,5473.23,3855.76
2024-06-18,5487.03,5487.03,3855.76
2024-06-19,,5487.03,3855.76
2024-06-20,5473.17,5487.03,3855.76
2024-06-21,5464.62,5487.03,3855.76
2024-06-24,5447.87,5487.03,3855.76
2024-06-25,5469.3,5487.03,3855.76
2024-06-26,5477.9,5487.03,3855.76
2024-06-27,5482.87,5487.03,3855.76
2024-06-28,5460.48,5487.03,3855.76
2024-07-01,5475.09,5487.03,3855.76
2024-07-02,5509.01,5509.01,3855.76
2024-07-03,5537.02,5537.02,3855.76
2024-07-04,,5537.02,3855.76
2024-07-05,5567.19,5567.19,3855.76
2024-07-08,5572.85,5572.85,3855.76
2024-07-09,5576.98,5576.98,3855.76
2024-07-10,5633.91,5633.91,3855.76
2024-07-11,5584.54,5633.91,3855.76
2024-07-12,5615.35,5633.91,3855.76
2024-07-15,5631.22,5633.91,3855.76
2024-07-16,5667.2,5667.2,3855.76
2024-07-17,5588.27,5667.2,3855.76
2024-07-18,5544.59,5667.2,3855.76
2024-07-19,5505.0,5667.2,3855.76
2024-07-22,5564.41,5667.2,3855.76
2024-07-23,5555.74,5667.2,3855.76
2024-07-24,5427.13,5667.2,3855.76
2024-07-25,5399.22,5667.2,3855.76
2024-07-26,5459.1,5667.2,3855.76
2024-07-29,5463.54,5667.2,3855.76
2024-07-30,5436.44,5667.2,3855.76
2024-07-31,5522.3,5667.2,3855.76
2024-08-01,5446.68,5667.2,3855.76
2024-08-02,5346.56,5667.2,3855.76
2024-08-05,5186.33,5667.2,3891.93
2024-08-06,5240.03,5667.2,3891.93
2024-08-07,5199.5,5667.2,3916.64
2024-08-08,5319.31,5667.2,3916.64
2024-08-09,5344.16,5667.2,3936.97
2024-08-12,5344.39,5667.2,3936.97
2024-08-13,5434.43,5667.2,3936.97
2024-08-14,5455.21,5667.2,3948.72
2024-08-15,5543.22,5667.2,3970.99
2024-08-16,5554.25,5667.2,3971.27
2024-08-19,5608.25,5667.2,3971.27
2024-08-20,5597.12,5667.2,4027.81
2024-08-21,5620.85,5667.2,4050.83
2024-08-22,5570.64,5667.2,4055.99
2024-08-23,5634.61,5667.2,4055.99
2024-08-26,5616.84,5667.2,4055.99
2024-08-27,5625.8,5667.2,4055.99
2024-08-28,5592.18,5667.2,4055.99
2024-08-29,5591.96,5667.2,4055.99
2024-08-30,5648.4,5667.2,4055.99
2024-09-02,,5667.2,4055.99
2024-09-03,5528.93,5667.2,4055.99
2024-09-04,5520.07,5667.2,4055.99
2024-09-05,5503.41,5667.2,4055.99
2024-09-06,5408.42,5667.2,4055.99
2024-09-09,5471.05,5667.2,4055.99
2024-09-10,5495.52,5667.2,4055.99
2024-09-11,5554.13,5667.2,4055.99
2024-09-12,5595.76,5667.2,4055.99
2024-09-13,5626.02,5667.2,4055.99
2024-09-16,5633.09,5667.2,4055.99
2024-09-17,5634.58,5667.2,4055.99
2024-09-18,5618.26,5667.2,4061.22
2024-09-19,5713.64,5713.64,4061.22
2024-09-20,5702.55,5713.64,4061.22
2024-09-23,5718.57,5718.57,4061.22
2024-09-24,5732.93,5732.93,4061.22
2024-09-25,5722.26,5732.93,4061.22
2024-09-26,5745.37,5745.37,4109.9
2024-09-27,5738.17,5745.37,4109.9
2024-09-30,5762.48,5762.48,4109.9
2024-10-01,5708.75,5762.48,4109.9
2024-10-02,5709.54,5762.48,4109.9
2024-10-03,5699.94,5762.48,4109.9
2024-10-04,5751.07,5762.48,4109.9
2024-10-07,5695.94,5762.48,4109.9
2024-10-08,5751.13,5762.48,4115.24
2024-10-09,5792.04,5792.04,4115.24
2024-10-10,5780.05,5792.04,4115.24
2024-10-11,5815.03,5815.03,4115.24
2024-10-14,5859.85,5859.85,4115.24
2024-10-15,5815.26,5859.85,4115.24
2024-10-16,5842.47,5859.85,4117.37
2024-10-17,5841.47,5859.85,4117.37
2024-10-18,5864.67,5864.67,4117.37
2024-10-21,5853.98,5864.67,4117.37
2024-10-22,5851.2,5864.67,4117.37
2024-10-23,5797.42,5864.67,4117.37
2024-10-24,5809.86,5864.67,4117.37
2024-10-25,5808.12,5864.67,4117.37
2024-10-28,5823.52,5864.67,4117.37
2024-10-29,5832.92,5864.67,4117.37
2024-10-30,5813.67,5864.67,4117.37
2024-10-31,5705.45,5864.67,4117.37
2024-11-01,5728.8,5864.67,4117.37
2024-11-04,5712.69,5864.67,4117.37
2024-11-05,5782.76,5864.67,4117.37
2024-11-06,5929.04,5929.04,4117.37
2024-11-07,5973.1,5973.1,4117.37
2024-11-08,5995.54,5995.54,4117.37
2024-11-11,6001.35,6001.35,4117.37
2024-11-12,5983.99,6001.35,4117.37
2024-11-13,5985.38,6001.35,4117.37
2024-11-14,5949.17,6001.35,4117.37
2024-11-15,5870.62,6001.35,4117.37
2024-11-18,5893.62,6001.35,4117.37
2024-11-19,5916.98,6001.35,4117.37
2024-11-20,5917.11,6001.35,4117.37
2024-11-21,5948.71,6001.35,4117.37
2024-11-22,5969.34,6001.35,4117.37
2024-11-25,5987.37,6001.35,4117.37
2024-11-26,6021.63,6021.63,4117.37
2024-11-27,5998.74,6021.63,4117.37
2024-11-28,,6021.63,4117.37
2024-11-29,6032.38,6032.38,4117.37
2024-12-02,6047.15,6047.15,4117.37
2024-12-03,6049.88,6049.88,4117.37
2024-12-04,6086.49,6086.49,4117.37
2024-12-05,6075.11,6086.49,4117.37
2024-12-06,6090.27,6090.27,4117.37
2024-12-09,6052.85,6090.27,4117.37
2024-12-10,6034.91,6090.27,4117.37
2024-12-11,6084.19,6090.27,4117.37
2024-12-12,6051.25,6090.27,4117.37
2024-12-13,6051.09,6090.27,4117.37
2024-12-16,6074.08,6090.27,4117.37
2024-12-17,6050.61,6090.27,4117.37
2024-12-18,5872.16,6090.27,4117.37
2024-12-19,5867.08,6090.27,4117.37
2024-12-20,5930.85,6090.27,4117.37
2024-12-23,5974.07,6090.27,4117.37
2024-12-24,6040.04,6090.27,4117.37
2024-12-25,,6090.27,4117.37
2024-12-26,6037.59,6090.27,4117.37
2024-12-27,5970.84,6090.27,4117.37
2024-12-30,5906.94,6090.27,4117.37
2024-12-31,5881.63,6090.27,4117.37
2025-01-01,,6090.27,4117.37
2025-01-02,5868.55,6090.27,4117.37
2025-01-03,5942.47,6090.27,4117.37
2025-01-06,5975.38,6090.27,4117.37
2025-01-07,5909.03,6090.27,4117.37
2025-01-08,5918.25,6090.27,4117.37
2025-01-09,,6090.27,4117.37
2025-01-10,5827.04,6090.27,4117.37
2025-01-13,5836.22,6090.27,4117.37
2025-01-14,5842.91,6090.27,4117.37
2025-01-15,5949.91,6090.27,4117.37
2025-01-16,5937.34,6090.27,4117.37
2025-01-17,5996.66,6090.27,4117.37
2025-01-20,,6090.27,4117.37
2025-01-21,6049.24,6090.27,4117.37
2025-01-22,6086.37,6090.27,4117.37
2025-01-23,6118.71,6118.71,4117.37
2025-01-24,6101.24,6118.71,4117.37
2025-01-27,6012.28,6118.71,4117.37
2025-01-28,6067.7,6118.71,4117.37
2025-01-29,6039.31,6118.71,4117.37
2025-01-30,6071.17,6118.71,4117.37
2025-01-31,6040.53,6118.71,4117.37
2025-02-03,5994.57,6118.71,4117.37
2025-02-04,6037.88,6118.71,4117.37
2025-02-05,6061.48,6118.71,4117.37
